InitialDatetime;FinalDatetime;EntityId;EntityType;Magnitude;MagnitudeValue;MagnitudeUnits
2023-06-05 15:45:00;2023-06-05 16:00:00;3;photovoltaic_plate;power;296.0;kW
2023-06-05 15:45:00;2023-06-05 16:00:00;4;point_of_grid_delivery;power;816.0;kW
2023-06-05 15:45:00;2023-06-05 16:00:00;5;point_of_consumption;energy;278.0;kWh
2023-06-05 16:00:00;2023-06-05 16:15:00;1;battery;power;0.0;kW
2023-06-05 16:00:00;2023-06-05 16:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 16:00:00;2023-06-05 16:15:00;2;battery;power;0.0;kW
2023-06-05 16:00:00;2023-06-05 16:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 16:00:00;2023-06-05 16:15:00;3;photovoltaic_plate;power;177.6;kW
2023-06-05 16:00:00;2023-06-05 16:15:00;4;point_of_grid_delivery;power;386.4;kW
2023-06-05 16:00:00;2023-06-05 16:15:00;5;point_of_consumption;energy;141.0;kWh
2023-06-05 16:15:00;2023-06-05 16:30:00;1;battery;power;0.0;kW
2023-06-05 16:15:00;2023-06-05 16:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 16:15:00;2023-06-05 16:30:00;2;battery;power;0.0;kW
2023-06-05 16:15:00;2023-06-05 16:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 16:15:00;2023-06-05 16:30:00;3;photovoltaic_plate;power;177.6;kW
2023-06-05 16:15:00;2023-06-05 16:30:00;4;point_of_grid_delivery;power;386.4;kW
2023-06-05 16:15:00;2023-06-05 16:30:00;5;point_of_consumption;energy;141.0;kWh
2023-06-05 16:30:00;2023-06-05 16:45:00;1;battery;power;0.0;kW
2023-06-05 16:30:00;2023-06-05 16:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 16:30:00;2023-06-05 16:45:00;2;battery;power;0.0;kW
2023-06-05 16:30:00;2023-06-05 16:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 16:30:00;2023-06-05 16:45:00;3;photovoltaic_plate;power;177.6;kW
2023-06-05 16:30:00;2023-06-05 16:45:00;4;point_of_grid_delivery;power;386.4;kW
2023-06-05 16:30:00;2023-06-05 16:45:00;5;point_of_consumption;energy;141.0;kWh
2023-06-05 16:45:00;2023-06-05 17:00:00;1;battery;power;0.0;kW
2023-06-05 16:45:00;2023-06-05 17:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 16:45:00;2023-06-05 17:00:00;2;battery;power;0.0;kW
2023-06-05 16:45:00;2023-06-05 17:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 16:45:00;2023-06-05 17:00:00;3;photovoltaic_plate;power;177.6;kW
2023-06-05 16:45:00;2023-06-05 17:00:00;4;point_of_grid_delivery;power;386.4;kW
2023-06-05 16:45:00;2023-06-05 17:00:00;5;point_of_consumption;energy;141.0;kWh
2023-06-05 17:00:00;2023-06-05 17:15:00;1;battery;power;0.0;kW
2023-06-05 17:00:00;2023-06-05 17:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 17:00:00;2023-06-05 17:15:00;2;battery;power;0.0;kW
2023-06-05 17:00:00;2023-06-05 17:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 17:00:00;2023-06-05 17:15:00;3;photovoltaic_plate;power;93.425;kW
2023-06-05 17:00:00;2023-06-05 17:15:00;4;point_of_grid_delivery;power;602.575;kW
2023-06-05 17:00:00;2023-06-05 17:15:00;5;point_of_consumption;energy;174.0;kWh
2023-06-05 17:15:00;2023-06-05 17:30:00;1;battery;power;0.0;kW
2023-06-05 17:15:00;2023-06-05 17:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 17:15:00;2023-06-05 17:30:00;2;battery;power;0.0;kW
2023-06-05 17:15:00;2023-06-05 17:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 17:15:00;2023-06-05 17:30:00;3;photovoltaic_plate;power;93.425;kW
2023-06-05 17:15:00;2023-06-05 17:30:00;4;point_of_grid_delivery;power;602.575;kW
2023-06-05 17:15:00;2023-06-05 17:30:00;5;point_of_consumption;energy;174.0;kWh
2023-06-05 17:30:00;2023-06-05 17:45:00;1;battery;power;0.0;kW
2023-06-05 17:30:00;2023-06-05 17:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 17:30:00;2023-06-05 17:45:00;2;battery;power;0.0;kW
2023-06-05 17:30:00;2023-06-05 17:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 17:30:00;2023-06-05 17:45:00;3;photovoltaic_plate;power;93.425;kW
2023-06-05 17:30:00;2023-06-05 17:45:00;4;point_of_grid_delivery;power;602.575;kW
2023-06-05 17:30:00;2023-06-05 17:45:00;5;point_of_consumption;energy;174.0;kWh
2023-06-05 17:45:00;2023-06-05 18:00:00;1;battery;power;0.0;kW
2023-06-05 17:45:00;2023-06-05 18:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 17:45:00;2023-06-05 18:00:00;2;battery;power;0.0;kW
2023-06-05 17:45:00;2023-06-05 18:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 17:45:00;2023-06-05 18:00:00;3;photovoltaic_plate;power;93.425;kW
2023-06-05 17:45:00;2023-06-05 18:00:00;4;point_of_grid_delivery;power;602.575;kW
2023-06-05 17:45:00;2023-06-05 18:00:00;5;point_of_consumption;energy;174.0;kWh
2023-06-05 18:00:00;2023-06-05 18:15:00;1;battery;power;0.0;kW
2023-06-05 18:00:00;2023-06-05 18:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 18:00:00;2023-06-05 18:15:00;2;battery;power;0.0;kW
2023-06-05 18:00:00;2023-06-05 18:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 18:00:00;2023-06-05 18:15:00;3;photovoltaic_plate;power;66.6;kW
2023-06-05 18:00:00;2023-06-05 18:15:00;4;point_of_grid_delivery;power;351.4;kW
2023-06-05 18:00:00;2023-06-05 18:15:00;5;point_of_consumption;energy;104.5;kWh
2023-06-05 18:15:00;2023-06-05 18:30:00;1;battery;power;0.0;kW
2023-06-05 18:15:00;2023-06-05 18:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 18:15:00;2023-06-05 18:30:00;2;battery;power;0.0;kW
2023-06-05 18:15:00;2023-06-05 18:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 18:15:00;2023-06-05 18:30:00;3;photovoltaic_plate;power;66.6;kW
2023-06-05 18:15:00;2023-06-05 18:30:00;4;point_of_grid_delivery;power;351.4;kW
2023-06-05 18:15:00;2023-06-05 18:30:00;5;point_of_consumption;energy;104.5;kWh
2023-06-05 18:30:00;2023-06-05 18:45:00;1;battery;power;0.0;kW
2023-06-05 18:30:00;2023-06-05 18:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 18:30:00;2023-06-05 18:45:00;2;battery;power;0.0;kW
2023-06-05 18:30:00;2023-06-05 18:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 18:30:00;2023-06-05 18:45:00;3;photovoltaic_plate;power;66.6;kW
2023-06-05 18:30:00;2023-06-05 18:45:00;4;point_of_grid_delivery;power;351.4;kW
2023-06-05 18:30:00;2023-06-05 18:45:00;5;point_of_consumption;energy;104.5;kWh
2023-06-05 18:45:00;2023-06-05 19:00:00;1;battery;power;0.0;kW
2023-06-05 18:45:00;2023-06-05 19:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 18:45:00;2023-06-05 19:00:00;2;battery;power;0.0;kW
2023-06-05 18:45:00;2023-06-05 19:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 18:45:00;2023-06-05 19:00:00;3;photovoltaic_plate;power;66.6;kW
2023-06-05 18:45:00;2023-06-05 19:00:00;4;point_of_grid_delivery;power;351.4;kW
2023-06-05 18:45:00;2023-06-05 19:00:00;5;point_of_consumption;energy;104.5;kWh
2023-06-05 19:00:00;2023-06-05 19:15:00;1;battery;power;0.0;kW
2023-06-05 19:00:00;2023-06-05 19:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 19:00:00;2023-06-05 19:15:00;2;battery;power;0.0;kW
2023-06-05 19:00:00;2023-06-05 19:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 19:00:00;2023-06-05 19:15:00;3;photovoltaic_plate;power;36.075;kW
2023-06-05 19:00:00;2023-06-05 19:15:00;4;point_of_grid_delivery;power;419.925;kW
2023-06-05 19:00:00;2023-06-05 19:15:00;5;point_of_consumption;energy;114.0;kWh
2023-06-05 19:15:00;2023-06-05 19:30:00;1;battery;power;0.0;kW
2023-06-05 19:15:00;2023-06-05 19:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 19:15:00;2023-06-05 19:30:00;2;battery;power;0.0;kW
2023-06-05 19:15:00;2023-06-05 19:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 19:15:00;2023-06-05 19:30:00;3;photovoltaic_plate;power;36.075;kW
2023-06-05 19:15:00;2023-06-05 19:30:00;4;point_of_grid_delivery;power;419.925;kW
2023-06-05 19:15:00;2023-06-05 19:30:00;5;point_of_consumption;energy;114.0;kWh
2023-06-05 19:30:00;2023-06-05 19:45:00;1;battery;power;0.0;kW
2023-06-05 19:30:00;2023-06-05 19:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 19:30:00;2023-06-05 19:45:00;2;battery;power;0.0;kW
2023-06-05 19:30:00;2023-06-05 19:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 19:30:00;2023-06-05 19:45:00;3;photovoltaic_plate;power;36.075;kW
2023-06-05 19:30:00;2023-06-05 19:45:00;4;point_of_grid_delivery;power;419.925;kW
2023-06-05 19:30:00;2023-06-05 19:45:00;5;point_of_consumption;energy;114.0;kWh
2023-06-05 19:45:00;2023-06-05 20:00:00;1;battery;power;0.0;kW
2023-06-05 19:45:00;2023-06-05 20:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 19:45:00;2023-06-05 20:00:00;2;battery;power;0.0;kW
2023-06-05 19:45:00;2023-06-05 20:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 19:45:00;2023-06-05 20:00:00;3;photovoltaic_plate;power;36.075;kW
2023-06-05 19:45:00;2023-06-05 20:00:00;4;point_of_grid_delivery;power;419.925;kW
2023-06-05 19:45:00;2023-06-05 20:00:00;5;point_of_consumption;energy;114.0;kWh
2023-06-05 20:00:00;2023-06-05 20:15:00;1;battery;power;0.0;kW
2023-06-05 20:00:00;2023-06-05 20:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 20:00:00;2023-06-05 20:15:00;2;battery;power;0.0;kW
2023-06-05 20:00:00;2023-06-05 20:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 20:00:00;2023-06-05 20:15:00;3;photovoltaic_plate;power;1.85;kW
2023-06-05 20:00:00;2023-06-05 20:15:00;4;point_of_grid_delivery;power;298.15;kW
2023-06-05 20:00:00;2023-06-05 20:15:00;5;point_of_consumption;energy;75.0;kWh
2023-06-05 20:15:00;2023-06-05 20:30:00;1;battery;power;0.0;kW
2023-06-05 20:15:00;2023-06-05 20:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 20:15:00;2023-06-05 20:30:00;2;battery;power;0.0;kW
2023-06-05 20:15:00;2023-06-05 20:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 20:15:00;2023-06-05 20:30:00;3;photovoltaic_plate;power;1.85;kW
2023-06-05 20:15:00;2023-06-05 20:30:00;4;point_of_grid_delivery;power;298.15;kW
2023-06-05 20:15:00;2023-06-05 20:30:00;5;point_of_consumption;energy;75.0;kWh
2023-06-05 20:30:00;2023-06-05 20:45:00;1;battery;power;0.0;kW
2023-06-05 20:30:00;2023-06-05 20:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 20:30:00;2023-06-05 20:45:00;2;battery;power;0.0;kW
2023-06-05 20:30:00;2023-06-05 20:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 20:30:00;2023-06-05 20:45:00;3;photovoltaic_plate;power;1.85;kW
2023-06-05 20:30:00;2023-06-05 20:45:00;4;point_of_grid_delivery;power;298.15;kW
2023-06-05 20:30:00;2023-06-05 20:45:00;5;point_of_consumption;energy;75.0;kWh
2023-06-05 20:45:00;2023-06-05 21:00:00;1;battery;power;0.0;kW
2023-06-05 20:45:00;2023-06-05 21:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 20:45:00;2023-06-05 21:00:00;2;battery;power;0.0;kW
2023-06-05 20:45:00;2023-06-05 21:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 20:45:00;2023-06-05 21:00:00;3;photovoltaic_plate;power;1.85;kW
2023-06-05 20:45:00;2023-06-05 21:00:00;4;point_of_grid_delivery;power;298.15;kW
2023-06-05 20:45:00;2023-06-05 21:00:00;5;point_of_consumption;energy;75.0;kWh
2023-06-05 21:00:00;2023-06-05 21:15:00;1;battery;power;0.0;kW
2023-06-05 21:00:00;2023-06-05 21:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 21:00:00;2023-06-05 21:15:00;2;battery;power;0.0;kW
2023-06-05 21:00:00;2023-06-05 21:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 21:00:00;2023-06-05 21:15:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 21:00:00;2023-06-05 21:15:00;4;point_of_grid_delivery;power;484.0;kW
2023-06-05 21:00:00;2023-06-05 21:15:00;5;point_of_consumption;energy;121.0;kWh
2023-06-05 21:15:00;2023-06-05 21:30:00;1;battery;power;0.0;kW
2023-06-05 21:15:00;2023-06-05 21:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 21:15:00;2023-06-05 21:30:00;2;battery;power;0.0;kW
2023-06-05 21:15:00;2023-06-05 21:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 21:15:00;2023-06-05 21:30:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 21:15:00;2023-06-05 21:30:00;4;point_of_grid_delivery;power;484.0;kW
2023-06-05 21:15:00;2023-06-05 21:30:00;5;point_of_consumption;energy;121.0;kWh
2023-06-05 21:30:00;2023-06-05 21:45:00;1;battery;power;0.0;kW
2023-06-05 21:30:00;2023-06-05 21:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 21:30:00;2023-06-05 21:45:00;2;battery;power;0.0;kW
2023-06-05 21:30:00;2023-06-05 21:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 21:30:00;2023-06-05 21:45:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 21:30:00;2023-06-05 21:45:00;4;point_of_grid_delivery;power;484.0;kW
2023-06-05 21:30:00;2023-06-05 21:45:00;5;point_of_consumption;energy;121.0;kWh
2023-06-05 21:45:00;2023-06-05 22:00:00;1;battery;power;0.0;kW
2023-06-05 21:45:00;2023-06-05 22:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 21:45:00;2023-06-05 22:00:00;2;battery;power;0.0;kW
2023-06-05 21:45:00;2023-06-05 22:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 21:45:00;2023-06-05 22:00:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 21:45:00;2023-06-05 22:00:00;4;point_of_grid_delivery;power;484.0;kW
2023-06-05 21:45:00;2023-06-05 22:00:00;5;point_of_consumption;energy;121.0;kWh
2023-06-05 22:00:00;2023-06-05 22:15:00;1;battery;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:00:00;2023-06-05 22:15:00;2;battery;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:00:00;2023-06-05 22:15:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:15:00;2023-06-05 22:30:00;1;battery;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:15:00;2023-06-05 22:30:00;2;battery;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:15:00;2023-06-05 22:30:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:30:00;2023-06-05 22:45:00;1;battery;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:30:00;2023-06-05 22:45:00;2;battery;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:30:00;2023-06-05 22:45:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:45:00;2023-06-05 23:00:00;1;battery;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:45:00;2023-06-05 23:00:00;2;battery;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:45:00;2023-06-05 23:00:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 23:00:00;2023-06-05 23:15:00;1;battery;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:00:00;2023-06-05 23:15:00;2;battery;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:00:00;2023-06-05 23:15:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:15:00;2023-06-05 23:30:00;1;battery;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:15:00;2023-06-05 23:30:00;2;battery;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:15:00;2023-06-05 23:30:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:30:00;2023-06-05 23:45:00;1;battery;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:30:00;2023-06-05 23:45:00;2;battery;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:30:00;2023-06-05 23:45:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:45:00;2023-06-06 00:00:00;1;battery;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:45:00;2023-06-06 00:00:00;2;battery;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:45:00;2023-06-06 00:00:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;5;point_of_consumption;energy;139.0;kWh
